Startup_Name,Funding_Amount,Break_Even_Point,TRL_Level,Number_of_Employees,Investors,Growth_Rate,Industry,Revenue,Marketing_Spend,Administration_Cost,Startup_Category,R&D_Spend,Innovation_Score,Market_Competition,Customer_Growth,Burn_Rate,Founder_Experience,Customer_Satisfaction,Company_Valuation,Employee_Retention_Rate,Monthly_Active_Users,Patent_Count,Global_Presence,Startup_Status
"Kim, Gonzales and Mills",4215770.678347828,27,4,54,Y Combinator,42.693542839097084,FinTech,3446253.6910674945,931304.74,152267.03,Marketplace,-721360.0234053546,58.79688620102763,6.221855996369371,6.423993078638373,387572.89398616226,5.8838927547151885,4.47051042773352,1467152.3351729438,76.4934340156436,-56778.89467720801,4.5927982691619,8.91665843167019,Moderate
Morgan-French,714975.9602439133,28,3,39,Tiger Global,36.752708624339306,AgriTech,2196618.0852144295,624401.47,193342.5,SaaS,1808042.0600407673,65.61881209852689,4.686988821806888,7.728206884864326,439605.1807328125,-0.22990666533605655,3.7271539634838944,11620653.768341336,77.34759736107259,67700.3887666515,5.4604228083401845,5.0228871193893125,Moderate
"Ramirez, Strickland and Washington",1562982.3437247546,20,7,45,Andreessen Horowitz,57.982495542974654,FinTech,7012594.515457332,288000.74,495440.2,D2C,2167713.740773645,71.91013671031172,2.868919567730307,75.618851423585,170344.29979786807,13.38661224050136,4.021457874106291,26197595.058216296,91.16689532509834,172136.26446262776,5.786895499783049,20.12033170484939,Successful
"Mcdaniel, Bentley and Mclaughlin",7975241.8537434,23,6,87,SoftBank,70.76829807188666,AgriTech,3521917.2002840466,710024.49,872566.68,Marketplace,1425502.55554058,65.0885447761361,6.3899519289197055,35.02607540239947,329600.7566467584,10.1322439655888,4.116425011299743,104893386.45363982,97.29672898301051,102075.79642159093,5.278559670011458,8.277689734761761,Successful
Humphrey PLC,960696.2152079409,65,2,8,SoftBank,-28.96282401804224,Cybersecurity,5558637.998717387,55439.11,14269.21,SaaS,95344.0571047085,63.13740439957373,5.788233714116837,-19.898608435327247,358267.3202412718,0.8255781668673505,3.2626697224583485,79134957.48502465,41.178017043094435,94851.309549286,0.5731463529227554,-1.7250201124593785,Failed
"Winters, Newman and Brown",4974361.965763856,46,4,6,SoftBank,22.847332040179214,Gaming,-1531718.4483093377,,409022.16,B2C,-552593.8094182531,69.0768969736194,6.25320454732042,37.998376376089574,445621.45087426953,13.274960970092192,3.1312035913524365,31430283.579306085,56.33683058804233,-1417.6017364112167,0.8660408485710835,8.137743958492209,Moderate
Morgan-Schwartz,2633930.914328948,34,5,55,Google Ventures,25.196679727990215,FinTech,794278.5497401457,282323.63,92641.55,D2C,-85284.74601688064,55.25909823738407,5.1881327519625104,2.8426549504239804,371754.29658255726,7.801191628105718,4.828041483200317,-6204639.351818463,79.96929084747006,194361.07312746515,3.5401411972889703,21.855349665117288,Moderate
Gonzalez Group,4661091.682958443,25,7,260,Accel,57.863669934205355,FinTech,8719437.89141934,750247.74,606918.72,B2B,-162993.05803434958,84.6229175046547,3.5163145500720994,51.81631835845653,423249.31144648866,8.427500292991592,4.835989381241808,47976734.97014733,78.38699036388678,334672.20731043303,9.57663875290036,38.09549676589943,Moderate
Gutierrez Group,1624381.1578256171,18,7,68,Sequoia Capital,21.26137214671694,SaaS,2328743.3519984223,107996.36,206881.5,B2C,772913.4573069141,52.943023037697465,7.709496887923759,10.064121631326069,304733.2811201073,0.8038978435527611,4.336495337032318,-451687.3665444935,63.31713073123813,-65940.47540387415,2.5125073739300325,5.138596463394834,Moderate
Lewis-Murphy,3571305.2712143413,37,8,214,Y Combinator,73.07908779090342,AI,6195855.990949061,251333.08,150850.05,B2B2C,1104609.0675580185,78.85608203915393,2.8987976071824417,43.58830693338563,245461.1396700874,6.335414673518671,4.004160188736809,57266818.86659907,84.05971932460089,-20174.359023835714,6.880220583939394,25.90843753306227,Successful
Strickland-Palmer,2710216.274688058,42,8,18,Google Ventures,12.233059685724594,SaaS,9482894.425072141,694721.62,370243.29,B2C,-10652.737749036576,65.47621131526365,5.2826504248195505,7.90272545185368,691421.4494608131,8.71079773011362,2.7817923183861217,16715176.210999805,82.22749088455411,-6828.727466909817,3.758027332828947,4.681595942969284,Moderate
"Johnston, Sanchez and Kennedy",5345142.058409186,16,7,246,SoftBank,56.05592783106905,Cybersecurity,10379177.046102826,719473.99,821341.09,D2C,2341960.783789333,67.4837432148382,5.860432467447941,50.99894784914331,435456.8639203929,9.73324262611337,4.33284002061714,86722670.67541368,88.65234073019995,203307.7614290869,10.74855169295073,,Successful
Collins Group,4696600.341775794,20,5,112,Google Ventures,29.518112537233264,E-Commerce,-743082.21586319,266736.09,447884.52,Marketplace,462967.0610063396,57.33080541590069,5.9233828245146904,20.67583702318284,597398.8725566356,12.047183595753124,3.6713734349921374,-879144.7072374467,71.92845154128494,-14614.7979381019,7.243536437887882,20.34540957344238,Successful
Sheppard LLC,90896797.27114464,15,5,521,Tiger Global,54.68759728214303,Cybersecurity,115790657.2589824,18268981.99,5750687.11,D2C,25019811.330066092,75.78230287066395,3.4253421630184264,71.45526057236785,476815.5876136621,8.473114410281195,4.64864613028145,1012509258.8926505,94.40934205372514,606012.3312840669,2.250139616316054,,Successful
Garner-Thornton,-2961562.102647548,8,6,15,Tiger Global,10.228267764783332,AI,357453.9737569792,31797.86,52932.07,D2C,-216486.12383420492,77.71440579547881,6.176856171909135,28.508822307036624,1005723.9524610571,9.599093927124066,3.529773571868888,-6164761.439033029,81.43408754797349,30551.981843606703,3.301996057251131,5.3949570610033515,Moderate
"Flowers, Martin and Kelly",18564327.721412852,3,7,93,Sequoia Capital,48.09177915886229,AgriTech,7205438.881593075,1975641.69,1401203.52,Marketplace,4079861.175357695,82.57365550163334,5.687467289870927,66.28797661237712,278164.8948686782,7.346432056608115,4.670302699709568,177201057.00723258,78.64576200116035,49236.74259512549,8.206313892150266,5.291998174624445,Successful
Atkins PLC,3965338.269018722,30,3,7,Accel,58.79025427472807,SaaS,920029.3789057317,568697.7,330960.99,B2C,256009.57566852216,56.668306574052025,7.5027293939429835,13.66055661112862,596492.2660163227,9.122060108661277,4.386731366885742,-1618529.410871393,79.30338383408395,-36667.8766833896,7.321976378073156,8.42416695590991,Moderate
Taylor and Sons,5815713.6652669795,28,5,74,Sequoia Capital,33.778049579392274,E-Commerce,4496478.846097271,1146561.45,600735.63,DeepTech,25867.53149686521,89.85873702743372,2.7010858077665842,,591942.7390359321,12.23350806614913,3.6453399368166886,-24885829.61190935,56.31017836903448,-23461.185032071393,1.6376196575393531,11.39473346420566,Moderate
"Johnson, Miller and King",2100589.6343125524,39,8,33,SoftBank,44.01574585874511,E-Commerce,3310591.845214127,892244.35,159994.62,Marketplace,829402.3662473124,56.21096003549716,7.040530648021627,21.756715252816683,520471.3209664194,2.864925573661377,3.7343788030307232,-9884439.984545644,63.21171760526094,-11491.865217141753,2.758055560508203,5.830339608214308,Moderate
Thomas and Sons,4081443.613133601,19,3,135,Accel,18.250815025658763,SaaS,-4549007.616071427,1144354.17,818123.78,B2C,558330.7429662215,72.48273368425326,8.447625646505417,19.122055254958642,319094.5941411268,11.087884336389248,3.9515735049999674,-19121256.485331614,69.68558315651177,-485.3318973940477,5.194291752794319,4.921351843312887,Moderate
"Long, Anderson and Irwin",2029147.8373103496,25,5,50,Y Combinator,21.504802125183975,HealthTech,-1594521.2423772328,49002.2,101854.46,Marketplace,344627.2753962727,49.36994857373642,5.111629315803464,41.41048560938875,391200.39058120234,0.5161403719189739,2.9980836484092053,6400733.61047685,57.597312480500904,90647.05752445094,-0.502987044333797,1.2697559411002814,Failed
Reed Group,40252419.08602409,15,6,190,Tiger Global,32.64774386425945,FinTech,36327209.87847656,3920959.26,3424702.12,B2C,11245884.318631737,71.56808050951125,2.592853597986253,49.723749517462366,472076.4375655904,4.910484319812688,4.447313642875586,677418980.1796788,68.32554387478783,313778.412945284,2.4294639302219707,10.980262895712247,Successful
King-York,9633869.783504482,29,5,80,Tiger Global,36.0833573215218,FinTech,11592572.005282927,1142709.29,1617652.74,B2C,-560195.7319897983,78.29991928526019,4.599185235513408,10.121752140436673,754869.9863830331,-0.45267422066185325,3.9151049050770066,26751048.212522,91.33065375242306,163249.10763343654,3.355831476868972,16.51347515176728,Moderate
Love-Garcia,35659.27592263953,15,4,7,Tiger Global,-23.468938468919724,EdTech,-676892.1630704734,207368.52,115395.84,DeepTech,-34260.389455359895,38.62690451944349,7.9934519406966835,-2.068036716760787,946295.7778573784,3.4688388111579718,2.7559623114302063,-7806004.398261324,88.60459711787323,30668.278378515217,3.9715241017050946,3.5826906658689484,Failed
"Powers, Brennan and Sanchez",118614.13640705985,38,5,13,SoftBank,-42.56392887515454,EdTech,-655502.883085716,173799.02,242171.47,B2C,488279.3157428977,38.673287853811715,6.178468361650915,1.3023849390138684,729804.2504359935,4.103486885085547,3.398062831734445,-4145041.8592821104,70.50405323504025,-10854.258821028621,2.345103817951981,2.2601233705972374,Failed
Campbell-Clark,33789590.31083053,25,7,148,Tiger Global,85.82778527130675,AI,24969439.06632679,7573383.15,4386518.14,DeepTech,12417262.047341872,63.93824524951276,2.723587197374273,33.41644540049633,71106.41104077983,10.797141317444765,4.658022047359022,303546501.23274094,78.95906637335838,445096.74748749594,4.045430313810733,8.436483584528403,Failed
Wells Inc,37632904.322941184,26,6,204,Tiger Global,79.40731146725572,Biotech,60899649.041941494,8566384.52,3519556.27,B2B2C,11119993.79080936,76.13196804303179,5.945271558397077,61.88503196384414,174629.53892299443,9.31024226637801,4.861858267774877,358729937.82439756,83.51000618981509,290000.4216730534,9.433611823497785,25.037996277554278,Successful
Estrada-Nolan,36822.93373365095,26,7,98,Y Combinator,14.705216543168287,Biotech,1575548.9395340413,262496.92,283272.75,B2B2C,238342.69451039878,54.606386076410175,5.89459113432285,7.867980552192752,79722.46848166166,0.2136129002169149,4.063974704582501,-12712900.265414665,82.4065441908667,-61796.575517420504,2.6075415144171954,2.8268290697306293,Moderate
Green LLC,3988386.2144090952,64,4,17,SoftBank,24.368322633097264,AgriTech,-4644732.363716328,517591.46,167573.03,Marketplace,-37441.41278214389,37.534655345120484,6.730445164762172,-14.65393371714248,511080.9201525337,2.36801113917527,2.181069502518734,4041838.79884505,44.36860526202488,-86201.60605391492,1.5904035719203413,-0.38996489904457765,Moderate
"Sullivan, Palmer and Brady",-2885353.409297702,28,4,3,Tiger Global,34.48698416840158,HealthTech,4085378.129986632,26569.55,14645.82,DeepTech,-62575.734221855884,51.766943581056516,7.904012756800586,-10.948349042980956,1340311.7795810555,0.3210869858930584,4.798319911500402,-12012732.459702136,70.92698842819354,15230.603274538458,0.1881726149254737,1.0094876673523738,Failed
"Young, Contreras and Marshall",3319496.8756561,12,3,13,Google Ventures,-21.51454748026694,SaaS,1641604.1876023223,74394.68,152073.22,B2C,872533.3830435256,49.38127880434936,6.061242248373672,-10.562308728876763,422580.8141573279,5.718550364182921,2.4393506489622565,14284451.600521205,62.69174315767581,-8540.436980868591,1.4885504849943825,2.179372521682873,Failed
Stanley PLC,13224791.31237499,46,6,67,Accel,58.14614531100059,Gaming,2380087.552092604,922283.79,623527.09,SaaS,-227633.49226596951,68.06414318192279,6.598477820730873,-6.937108830698195,262686.79257569305,7.561627124493272,4.842063591713006,16542340.213738173,69.35692504006924,3704.5217493140844,1.5409392742938783,4.571302056458113,Moderate
Ford-Spencer,2771363.100970404,24,4,66,Y Combinator,2.850897068369675,AgriTech,-867749.2853115706,170709.82,154129.4,B2B2C,1275518.8830607375,41.506830126377444,3.500704491987802,6.132829107486776,543158.4308646043,7.559968140233439,3.75702083575901,15897620.065829385,79.53710244232798,-3388.610195024128,0.3871513811586882,19.074665552860363,Moderate
"Gardner, Robinson and Lawrence",9333940.991128476,22,6,70,Andreessen Horowitz,94.13138778054055,HealthTech,4810360.108048182,1986046.13,602942.33,B2C,2136808.801977334,76.93600855119071,5.1132707756443905,72.7057192106952,344180.16498279467,13.87991522409814,4.811735828466977,174186783.15012774,87.19584033537988,207776.27940990365,19.519797086782013,1.0545384084943972,Successful
"Fry, Hobbs and Buck",94455.91326425108,15,4,41,Andreessen Horowitz,25.532689224038258,FinTech,-398965.93698846776,167586.83,163188.33,DeepTech,1308566.0648480908,38.91329752966935,9.972830991534554,,1513448.5951915786,1.6530365097883313,2.749067711580054,8816239.902278122,65.47064822903485,-71545.32349843175,1.826148632727136,2.93830022820077,Failed
Spence PLC,-145929.2142802053,24,8,31,Andreessen Horowitz,56.14820949957382,Cybersecurity,4464648.504711244,267615.17,171216.73,B2C,1633685.3070123333,78.08770292564593,3.4016262242985897,98.06286983601358,288914.79582111724,9.536698932175858,4.565576724317351,-21428079.23509092,90.60008757480374,115952.5878237546,11.231717065386896,19.403701067762675,Successful
"Brown, Harris and Dougherty",7713752.960340576,25,6,47,Tiger Global,42.26826024612261,HealthTech,-109356.58421450853,832737.1,415815.79,SaaS,-557705.3198612129,52.90965729787188,7.170957496379676,14.662481894512236,531271.7632316662,2.3642459727395115,3.4122129914176305,4301254.663560782,82.45093236364755,-82621.4053805048,,11.572095790043832,Moderate
Osborn-Cochran,1839938.8396999612,45,2,3,Sequoia Capital,15.232768061200566,AI,-534549.5733754705,,151150.6,D2C,179179.53575756017,49.938425417835106,8.38827663193499,-27.115948825526203,295501.50720527454,2.17593937191446,2.340751798721241,5416945.179887177,49.38297254812415,-29666.639479112047,0.2875287638510529,3.9169028686422607,Failed
"Alvarado, Miller and Patterson",3093475.3232688126,18,7,153,Tiger Global,82.09122971623134,AgriTech,2510265.115710467,751626.78,586609.7,Marketplace,670240.1872255518,80.48877413177433,3.6848728506979893,75.26532937655013,500080.2518210723,7.540382132113593,4.745704373360064,25443959.04530818,79.53027932758283,63054.87718552703,5.38401106802482,,Successful
James Group,16428795.529291602,22,9,110,Andreessen Horowitz,112.7576376977308,SaaS,18923508.36882078,2312201.25,1846272.48,SaaS,5099656.066328243,70.9234009836159,6.311006509518466,67.90483143433808,262148.15821077616,3.929312402528149,4.584772950368668,205455417.6598581,85.66715020249623,174362.72540628427,10.513116381671432,1.847992658864463,Successful
Hickman Ltd,1143451.2971305684,15,8,178,Y Combinator,65.81223005580235,HealthTech,2369715.9634280074,456696.94,154397.17,B2B2C,1302265.3793928574,80.88706833048784,4.0278411616314616,38.437566930964344,560771.3348945392,12.427193279516342,4.271051073313479,62712458.419318706,85.4665177656927,241014.92593465166,7.213179745995593,5.577472088020036,Successful
Mendez-Mayer,1816014.637517345,60,2,2,Tiger Global,33.698438097174474,AgriTech,2721756.893182414,,23832.98,D2C,882599.3722068379,27.956040360263202,8.126318400000718,6.17509830878893,250720.41888401672,6.10000139441951,2.4448353889557435,-26987130.9341132,57.69238338704577,-1790.7541927529537,0.4395977746462236,1.7109474173343466,Failed
Young-Molina,573552.4688093509,31,4,27,Kalaari Capital,4.628848853578956,SaaS,46545.50550451892,209802.05,223777.48,B2C,-243469.8099171095,63.764273597452515,7.758791574144074,-21.247952280072482,260912.68677873624,5.986854611305031,2.3304664655336786,-21513098.89478469,50.10334635548117,-27094.729369150235,0.6880129317475476,0.29643565273432837,Failed
Davis and Sons,17553465.1220338,6,6,175,SoftBank,28.9687905779306,Biotech,25541219.902767517,3614008.1,1074662.64,D2C,4291637.971501576,77.79288738423138,3.474273394452168,55.0510318352366,215570.18320590685,9.593293105007499,4.738945644814603,117478818.03941455,92.30548916452021,927003.0501234597,4.226576617755759,29.347570484683153,Successful
Jones Inc,1775632.1108944274,32,2,84,Andreessen Horowitz,16.201465661109086,E-Commerce,1388746.7217407948,546501.09,98671.03,SaaS,-87630.47155923353,67.9539635410138,2.7915659720305763,56.28710270371987,104019.57967142816,3.3372722834252135,2.6171529781796394,15876768.243838985,60.51388465183469,595688.6247360297,5.3168226224863835,1.6991936151235743,Moderate
"Miller, Harrell and Reese",3232827.5201088456,36,4,49,SoftBank,15.893924301470848,HealthTech,95680.2138214407,310216.66,54925.44,B2B,-678365.1178771049,51.74673453615184,5.494125565794047,10.920635945696027,572550.9216278032,9.431648961009783,3.6781785168401564,62019232.99392891,69.8971208807238,84507.77777403238,4.988578956079518,12.65828671654163,Moderate
"Diaz, Anderson and Browning",18131049.084073924,46,5,59,Andreessen Horowitz,50.80887881354904,E-Commerce,10816512.014310129,1789569.68,833142.12,D2C,2021476.018504323,59.2727106738412,3.6000824584647004,46.68883200290152,536757.9623649792,6.03778828499595,3.469368889390427,52336175.27516031,70.81795831793775,29411.35175032159,5.90156771941961,16.467528943772148,Moderate
Sullivan PLC,2449807.338034849,51,1,3,Google Ventures,-16.449876107366105,SaaS,-2035686.8683013453,82153.45,46031.2,B2B2C,101714.16424827997,54.89407473686374,6.417514567174779,-22.929513574178305,650121.0517015982,3.5582587721190757,2.977194645924788,11403120.146753527,54.515434062018414,-21302.14236898062,2.000452482019522,2.016932037610316,Failed
"Sanford, Rivera and Garcia",1414587.2949265374,28,4,35,Google Ventures,33.4559180018649,Biotech,5399781.279049295,345650.47,253635.92,Marketplace,1512396.497778545,86.00471574315644,4.888556116505587,,527651.6257341667,9.06276611086636,3.3639221982280842,49235793.83370755,69.8152052903849,43161.36276782018,2.8177022528341533,12.902890147940065,Moderate
"Jimenez, Glass and Stone",-520367.6370667147,69,4,12,Tiger Global,-6.028655936574765,E-Commerce,1932002.1618733301,207703.03,134594.18,DeepTech,-545157.5121542371,31.946803037856842,6.245882318194351,-36.69463771319168,374095.9384155667,-0.20160325338388588,2.5099156220515435,32319977.749567293,41.40906825228339,-97320.35660136673,0.7782841337486046,0.13818324032699625,Failed
Bowen Group,3870533.535198703,32,5,88,SoftBank,9.326413220362108,FinTech,-192450.53670647973,275753.07,312944.05,B2C,701052.9073064467,48.25784172819363,5.425419330927358,34.403096166292414,1203780.5156313113,11.947356550822152,2.9181255985624572,-62811.08589105308,60.891865411695456,-76188.14629869307,2.722476955381977,20.283736566313962,Moderate
Wheeler Group,6520121.118813119,46,2,7,SoftBank,-31.196149336891665,E-Commerce,3425954.0100909593,516889.6,324762.36,B2C,1188933.3083520434,37.05389241321667,6.91318250906299,-21.029001135755124,1337119.6573750996,3.5053070973172327,3.769703738681351,28816901.54651667,77.43702060411883,-64618.535831933885,-0.29588900319494,3.75854337551287,Failed
Hernandez PLC,67876814.72777228,26,6,58,SoftBank,90.81437708443676,Cybersecurity,44311097.23999231,6795025.52,2816714.65,D2C,14579164.210209692,80.64111043948711,3.309098275724526,86.70415614796931,347203.9834926756,12.049349347105325,4.52644010612353,408482198.49885017,86.65804271130584,246405.7062646725,6.464064012267145,,Successful
Baker and Sons,2742638.2896726774,21,7,217,Y Combinator,81.99412295461867,AI,4587869.167964397,264784.12,407275.3,B2B2C,1597237.8968904074,95.43233255407654,5.659072031443313,58.590776890608055,396428.85506299086,8.330243045025092,3.734829559213495,87689343.62312749,77.5711571947321,322503.0135351431,8.211197653350565,16.613438238227108,Successful
"Morgan, Bradshaw and Williams",284112.44447285775,31,4,31,Google Ventures,-23.661983809003893,EdTech,-2220990.2432465074,199607.93,59681.43,SaaS,273109.41643682483,51.27435853941858,5.468135885548353,-9.744754315969406,1637357.7933600524,3.225883089912371,3.0109357313061387,46786139.97697587,84.1579718198063,-30971.61205456723,1.292785170656624,6.522993851483442,Failed
"Lloyd, Mckinney and Collins",18314239.48296162,37,4,105,Tiger Global,43.29928221967046,FinTech,5210790.841009939,1682570.29,2195541.64,B2B,1110070.686045763,54.385565861732346,6.26694190481169,0.30115183491574093,292735.82658925443,8.015497755412385,3.278635411703616,27889094.655868888,58.22146565433455,63018.39075570853,4.892013775976117,5.079050114602493,Moderate
"Brooks, Lam and Hayes",4137771.271581846,27,6,60,Sequoia Capital,67.70560353428053,Cybersecurity,6312887.99582484,370403.73,517634.49,B2B2C,2459383.4889684534,84.56043916743008,2.7644141137774723,85.41711924368623,597252.0435980018,13.22604688151829,4.2815896344843,80077063.68015742,89.30344630615815,23373.30048832845,12.960811933459851,16.874731699558147,Successful
"Phillips, Wagner and Jordan",2207891.3696082896,21,5,23,Google Ventures,25.093455296701016,Cybersecurity,2054361.3926160962,155514.83,81695.18,B2B,-84976.3313378064,79.27524579124076,4.909742136602931,35.028775576546245,407329.2365762237,9.174374100096458,3.6899660777782244,-14805794.230192658,78.7873770220516,-14794.499086277065,3.8278576359632916,8.05145732800786,Moderate
Kerr-Evans,1398512.287250888,22,8,24,Google Ventures,45.84917171377938,EdTech,1078226.980479537,546603.43,432350.38,D2C,1699066.5219806666,58.53227912706245,6.190670152832104,58.074294505592086,388283.2451276021,7.764591463518193,3.6924215618868357,-20683675.453820057,83.0261540155045,227108.86277081992,11.483323531054536,10.929972494642627,Successful
"Baker, Mason and White",14880145.24390844,19,8,29,SoftBank,88.17501095666022,E-Commerce,8200674.431242549,2860360.61,1064728.41,SaaS,3141659.596375669,93.90538737816149,5.121092449961949,46.025167416616746,427014.41970495967,10.546720883212275,4.7270865619676155,146499897.85422835,81.17164927684556,64024.5338214732,7.859714625242757,24.154214742531547,Successful
"Miller, Hernandez and Reyes",77952637.62977271,24,7,53,Kalaari Capital,85.67379144094261,E-Commerce,55032107.03277686,16352403.65,11170283.41,SaaS,19254847.9632549,63.04585070732065,5.869568825030227,49.129040274955976,238325.42177736675,13.382659195580171,3.846807088035202,968013001.7883877,85.72607892202902,94681.14627267086,8.9791021860113,,Successful
"Hall, Baker and Moody",7776718.212053774,18,7,62,SoftBank,47.965851802971926,AgriTech,9037221.453306206,653886.62,439044.14,D2C,2074638.6669791504,75.45650030760781,3.0733303014124376,80.17711763194684,304075.5438251989,6.869011575164005,4.852486591518276,103601332.27228397,62.702706563152674,350290.47342154605,5.741866515405512,42.634515402936614,Successful
Avila LLC,2131631.9932605126,52,3,27,Kalaari Capital,8.724259203475285,SaaS,1276509.9137471174,71398.03,44790.55,DeepTech,-14865.916861177313,28.554787969281897,8.13922912034772,-49.932522253402205,472956.07088515616,6.801326310666381,3.1411595753605974,-13257817.1456098,73.21698625911324,60120.88850709956,0.05671644400992366,6.9270801143098515,Failed
"Hoffman, Santiago and Jenkins",1155474.3118501338,22,4,69,Sequoia Capital,27.01653281392876,Biotech,1211314.915308178,651904.5,283978.62,B2B,467968.1994711968,75.23928516816264,6.538285906188467,13.85211053181742,822567.5486641893,8.03893637527892,3.2029486016468276,84637080.53243014,67.98145920140476,-22526.818082331476,4.108049207654972,11.342886080372697,Moderate
Mcdaniel Group,2483120.578855682,12,7,60,Google Ventures,50.48021452247961,Gaming,1914933.6721878527,239677.37,193241.73,DeepTech,420669.6183871559,72.47198866151874,6.154331889467062,,205855.66841286037,6.414148105149309,3.965494832944092,48080443.86979928,66.51550633615597,-4795.296699742226,1.8981882061934272,30.847232177526298,Successful
King-Miller,12021275.984095031,16,9,195,Andreessen Horowitz,105.25667752483974,HealthTech,22624749.972746722,2054562.89,592652.32,DeepTech,4549079.08884178,73.01213460365246,0.5721692568420598,73.7001863376526,142317.87881354894,2.2136602830729823,3.960254915226302,105968351.97711374,70.428366758232,144110.57249533362,3.091654205187042,55.57445349776894,Successful
Lee-Wright,1786403.2121607754,56,2,7,Sequoia Capital,32.3846727501277,EdTech,965405.1198563835,85311.6,87712.59,B2C,2803.7020676367392,60.7990961449435,8.931026009603908,2.5014464767510285,370471.4530539654,1.2062914347151301,2.372364119862449,654882.0827444013,75.74669429140152,-59335.23852820009,2.2355589514262517,2.7547670720027035,Failed
Carlson-Smith,6787710.5720936805,38,5,37,Google Ventures,39.510676655166606,AI,7085831.920745443,1577264.4,768482.85,D2C,1304676.7089883883,81.73497750633268,6.735404827767731,,469921.67785821384,4.81438068992381,4.228371758155406,25702757.702755578,66.55802409674135,-55264.92069025278,3.4307958021715543,-0.7386685294938826,Moderate
"Gregory, Kim and Martinez",11338.379825006938,61,2,4,Andreessen Horowitz,-1.939939537083879,SaaS,-1604641.426199085,354657.98,203354.86,SaaS,658343.0519057261,48.47210582813293,5.165832840493245,-29.858099405066632,1437978.4859932156,2.273836207628448,3.2037627543516165,32397286.969609857,70.06490735963195,-26784.321604105968,2.1455131819009363,7.4606136991164975,Failed
"Hernandez, Thompson and Boyd",7660191.330721382,19,7,102,SoftBank,36.12905140020411,Biotech,11371458.039007515,1826320.39,1598525.53,DeepTech,2993251.1371678323,60.78614306782377,5.428372610326112,58.02338479074244,159463.73600328685,2.7376543647906417,4.435607218142868,82891039.69103332,89.92213263516493,-75462.24925445086,8.008797240936316,17.759715570748938,Successful
Hernandez-Vaughn,35573.96442741802,41,4,14,Accel,-26.93346818121749,FinTech,-119289.37735319091,49525.78,45567.45,D2C,218998.80204216088,40.65476968797942,5.230440421424906,-13.128285013250157,436254.18959158857,0.6952962019954188,3.409624792860206,3616800.618262678,65.55210465041978,-53262.415149351684,3.3650468155618665,-1.6159077849304322,Failed
"Becker, Lara and Baker",3313068.2969616307,38,2,21,Accel,-43.66545681188973,Gaming,-434137.7528690094,49695.45,24585.05,D2C,290026.2572749072,45.89012457531052,6.972550454151303,-29.517799836130187,1940445.6332599083,5.839602850163147,3.3270149603943295,-40258925.92094181,53.79163945024889,15618.897275314801,0.416416154298569,1.113898994011126,Failed
"Brown, Romero and Collins",3099839.5027699284,16,4,191,Google Ventures,12.55141652496478,AI,419783.80948258506,193327.6,114262.98,B2B,714251.4935852701,70.98040559064536,7.747861735333492,5.199064864468541,230989.82584417227,0.4188560640794837,4.216269690604146,64319549.94314257,88.94820480731694,-55363.46995980876,5.2771406440783375,5.111739980857838,Moderate
"Osborn, Gaines and Davis",7726888.891332768,36,5,49,Sequoia Capital,25.02327696078639,E-Commerce,9502002.480384562,1562558.45,1041413.61,Marketplace,1706835.583025389,49.38399760103148,7.777760438013049,34.04395423925658,146950.13120154326,3.846433905439649,3.7835973673309984,40203169.72452892,80.79383521593064,70132.83704656699,7.2431406280682875,-0.20611671714161162,Moderate
Lee-Cooke,1722952.1032911413,28,5,15,Google Ventures,23.32271954126208,Cybersecurity,2732051.4381112605,334883.93,87332.4,D2C,-577686.1912384905,46.337864755054554,5.42752976968514,46.576604396522136,730480.418359538,4.8313887834368305,4.1151710255928124,36479035.47795093,78.21780715553496,24960.565713069336,4.635760606896246,-0.7161405770588614,Moderate
Johnson Ltd,3048162.571791546,41,2,11,Sequoia Capital,6.206380617366823,E-Commerce,-1027209.2625180122,123862.64,32432.64,B2B,640007.3030201918,36.89922062506585,4.698998061385015,23.516400368741117,2135818.168479766,2.509341741827763,3.031821618796819,1896449.7468159948,44.03856994069083,89784.34738419406,0.6524350601852658,6.078268044306226,Failed
"Barry, Taylor and Velazquez",1581226.6697782632,67,2,3,Kalaari Capital,-19.552168323984677,HealthTech,1840787.6637236765,412869.53,143046.73,DeepTech,448949.2722826839,43.80760301876942,8.013900239905688,-16.28970822667396,318304.30070754053,0.571961980592362,2.07417146110402,38011197.17808996,68.46862399171853,87212.29187808749,0.5640134784231364,7.001639221742714,Failed
"Cox, Stark and Rodriguez",1026134.7983121441,52,4,16,Sequoia Capital,-16.983147524624165,E-Commerce,-1094617.1718188964,761778.08,178743.97,D2C,423163.036892514,30.20212753952464,5.755271806072757,-2.8651417151755667,556968.72658367,4.480665677434524,2.9983811522639217,-33205653.586258557,46.90730137692812,25078.321208547928,0.24327960906447738,12.269220019605342,Successful
Novak and Sons,16691756.697649712,14,6,108,Accel,88.76239328044095,Gaming,9863544.835798068,904531.0,712947.31,B2B,4859906.819690055,81.24602403385524,6.176480714327122,59.00286573645295,618433.2473168654,6.0845428391786776,4.745899849711,126678961.99761504,95.78172887960429,8153.523652036063,7.102510239941726,28.284739174488433,Successful
